X,Y,Z
-0,3667651;-1,66517;-0,2738403
-0,3732605;-1,581102;-0,5054077
-0,3690231;-1,733951;-0,3496342
-0,3658461;-1,83238;-0,2341103
-0,3692139;-1,835697;-0,3529076
-0,3616423;-1,855192;-0,4858048
-0,3619072;-1,77162;-0,497348
-0,3476766;-1,88845;-0,3872852
-0,3478666;-1,948392;-0,3932354
-0,3501363;-2,104466;-0,4795841
-0,3494893;-2,070575;-0,4603233
-0,3384684;-2,054581;-0,4802956
-0,3373666;-2,278853;-0,4432373
-0,3262276;-2,306352;-0,4537636
-0,3259598;-2,527658;-0,454451
-0,3009764;-2,454476;-0,3612702
-0,2943902;-2,182333;-0,5309166
-0,3258193;-2,305436;-0,4554253
-0,3592986;-2,347105;-0,4511665
-0,3936249;-2,33168;-0,472068
-0,4623554;-2,291597;-0,5100288
-0,5493002;-2,10331;-0,7600857
-0,5922952;-2,202221;-0,6646221
-0,6288915;-2,157002;-0,7250199
-0,6886977;-1,985534;-0,8322533
-0,7561818;-1,943741;-0,7980953
-0,8511819;-1,67363;-0,9333283
-0,8953327;-1,645736;-0,8845646
-0,9559179;-1,515278;-0,9903984
-1,014732;-1,370532;-1,072133
-1,056818;-1,29641;-0,9684758
-1,140304;-0,8952799;-1,145124
-1,170949;-0,9584572;-1,050494
-1,227678;-0,6960194;-1,089642
-1,2714;-0,5448353;-1,087062
-1,31142;-0,4689575;-0,9839932
-1,38128;0,06772614;-1,16693
-1,421538;0,04237899;-1,061786
-1,450992;0,1846874;-0,9891518
-1,483797;0,4385712;-1,049509
-1,51369;0,5500153;-1,015987
-1,568308;1,363054;-1,151031
-1,594542;1,109526;-0,9989654
-1,637273;1,433283;-1,034757
-1,677314;1,583002;-1,002816
-1,721176;1,947949;-1,102998
-1,794594;2,777289;-1,185521
-1,842862;2,670723;-1,061538
-1,884893;2,989347;-1,099262
-1,923704;3,250413;-1,046461
-1,96448;3,529335;-1,100683
-2,058311;5,477484;-1,394848
-2,078113;4,353007;-0,9969605
-2,104541;4,796741;-0,9545013
-2,14482;5,011094;-1,00775
-2,160064;5,638874;-0,9863991
-2,16454;5,554752;-0,9524742
-2,16896;5,760317;-0,88797
-2,163169;6,026883;-0,8423653
-2,157078;6,119367;-0,8248054
-2,216194;6,720788;-0,9307709
-2,156493;6,577523;-0,783223
-2,152647;6,557381;-0,7607552
-2,150826;6,855156;-0,7888412
-2,148168;6,76932;-0,7543358
-2,147112;7,118206;-0,8106338
-2,143301;7,848662;-0,7972092
-2,142647;7,495914;-0,7883499
-2,143054;7,633646;-0,8186386
-2,142589;7,759553;-0,7927704
-2,146554;8,249073;-0,8984047
-2,147322;8,085421;-0,8863747
-2,146866;8,055249;-0,877343
-2,150138;8,329357;-0,9018616
-2,155034;8,468681;-1,010336
-2,159027;9,178698;-1,037807
-2,162485;8,646564;-1,093535
-2,163347;8,927745;-1,053703
-2,168917;9,058977;-1,163583
-2,169499;9,184672;-1,089857
-2,186675;9,655149;-1,220075
-2,188277;9,486011;-1,183836
-2,202229;9,605372;-1,218178
-2,214779;9,493121;-1,224185
-2,227492;9,811128;-1,211739
-2,240872;10,20437;-1,183668
-2,255847;9,845853;-1,244702
-2,267951;10,1844;-1,223398
-2,280221;10,08223;-1,207643
-2,291349;10,18046;-1,149242
-2,336248;11,13261;-1,079161
-2,357522;10,92014;-1,002398
-2,404802;11,05624;-1,019554
-2,44042;11,12119;-0,9999031
-2,463381;11,22363;-0,9440933
-2,507688;11,80946;-0,8398987
-2,54665;11,67408;-0,8965553
-2,570874;11,5971;-0,9437393
-2,593383;11,97789;-0,8525467
-2,62438;12,48976;-0,7174622
-2,647845;12,61068;-0,7137421
-2,659873;12,64524;-0,7266808
-2,682872;12,76488;-0,7145264
-2,694851;12,74619;-0,7351326
-2,729665;13,79912;-0,414402
-2,7435;13,40351;-0,5423424
-2,752584;13,58027;-0,4955345
-2,771638;13,69117;-0,4554512
-2,781747;13,73173;-0,4470887
-2,806674;14,57886;-0,2146431
-2,831214;14,26565;-0,3084221
-2,84139;14,23207;-0,3137871
-2,858939;14,55428;-0,222113
-2,879103;14,98979;-0,1343796
-2,891195;14,94937;-0,1592575
-2,913107;15,05682;-0,1460419
-2,934979;15,41184;-0,08898163
-2,946769;15,41335;-0,102243
-2,955436;16,03255;0,01009139
-2,967373;15,82868;-0,04057769
-2,978594;15,92578;-0,03285447
-2,989536;16,0763;-0,01478119
-2,988229;16,22364;0,01142044
-2,996544;16,70324;0,09359283
-2,998358;16,52221;0,04763031
-2,99684;16,72341;0,08132477
-2,994436;16,80339;0,1045593
-2,99345;16,80057;0,108197
-2,98845;17,49338;0,2269409
-2,988041;17,37268;0,2092758
-2,988342;17,31933;0,1981827
-2,986647;17,49958;0,227919
-2,985347;17,87745;0,2758064
-2,996825;17,71613;0,2521637
-2,997619;17,81687;0,2557579
-3,00812;17,92516;0,2682335
-3,00894;18,02599;0,2709503
-3,019763;18,52707;0,3151932
-3,032431;18,30364;0,2812363
-3,054157;18,28221;0,2801064
-3,053616;18,49895;0,3000565
-3,07517;18,54248;0,3052132
-3,094463;18,89701;0,3489426
-3,105627;18,77803;0,3370407
-3,127051;18,87578;0,3464882
-3,145461;18,96696;0,3760796
-3,16181;19,31538;0,4345245
-3,182261;19,12778;0,4319832
-3,202138;19,21145;0,4498543
-3,224942;19,16058;0,4412918
-3,235405;19,35615;0,4539619
-3,276491;19,63544;0,4852715
